SYMBOL,NAME_OF_COMPANY,P/E Ratio,Debt-to-Equity,ROE (%),Earnings Growth,Market Cap,Sector,Industry
NEOGEN,Neogen Chemicals Limited,87.72921,68.745,,8.268,43419004928.0,Basic Materials,Specialty Chemicals
NESCO,Nesco Limited,15.924792,0.042,,0.173,62476812288.0,Industrials,Conglomerates
NESTLEIND,Nestle India Limited,70.91394,9.475,,0.05,2113383825408.0,Consumer Defensive,Packaged Foods
NETWEB,Netweb Technologies India Limited,80.63501,1.85,,0.13,82731696128.0,Technology,Computer Hardware
NETWORK18,Network18 Media & Investments Limited,,33.374,,,63977582592.0,Communication Services,Entertainment
NEULANDLAB,Neuland Laboratories Limited,47.393295,7.847,,0.248,142517370880.0,Healthcare,Drug Manufacturers - Specialty & Generic
NEWGEN,Newgen Software Technologies Limited,43.86784,3.331,,0.302,133048188928.0,Technology,Software - Infrastructure
NEXTMEDIA,Next Mediaworks Limited,,,,,418080640.0,Communication Services,Broadcasting
NFL,National Fertilizers Limited,14.835564,55.44,,-0.698,38063943680.0,Basic Materials,Agricultural Inputs
NGIL,Nakoda Group of Industries Limited,,79.26,,,537740352.0,Consumer Defensive,Packaged Foods
NGLFINE,NGL Fine-Chem Limited,21.506344,17.554,,-0.873,7149830144.0,Healthcare,Drug Manufacturers - General
NH,Narayana Hrudayalaya Ltd.,40.00389,53.101,,0.026,313210667008.0,Healthcare,Medical Care Facilities
NHPC,NHPC Limited,33.726086,79.93,,-0.531,779190599680.0,Utilities,Utilities - Renewable
NIACL,The New India Assurance Company Limited,24.023333,,,-0.516,237542719488.0,Financial Services,Insurance - Diversified
NIBE,NIBE Limited,39.84176,30.405,,-0.615,12057708544.0,Industrials,Conglomerates
NIBL,NRB Industrial Bearings Limited,,,,,557062784.0,Industrials,Tools & Accessories
NIITLTD,NIIT Limited,33.42515,0.77,,-0.076,15151780864.0,Consumer Defensive,Education & Training Services
NIITMTS,NIIT Learning Systems Limited,25.513287,10.83,,0.082,57609564160.0,Consumer Defensive,Education & Training Services
NILAINFRA,Nila Infrastructures Limited,17.019232,19.261,,0.625,3489856256.0,Real Estate,Real Estate - Development
NILASPACES,Nila Spaces Limited,38.066666,15.633,,-0.688,4498212352.0,Real Estate,Real Estate - Development
NILKAMAL,Nilkamal Limited,21.23077,32.018,,-0.267,23172458496.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NINSYS,NINtec Systems Limited,38.026417,4.749,,0.74,9409650688.0,Technology,Information Technology Services
NIPPOBATRY,Indo-National Limited,2.6089928,36.972,,-0.26,3307500032.0,Industrials,Electrical Equipment & Parts
NIRAJ,Niraj Cement Structurals Limited,13.817415,1.571,,0.515,2672704256.0,Industrials,Engineering & Construction
NIRAJISPAT,Niraj Ispat Industries Limited,19.8043,,,,160296000.0,,
NITCO,Nitco Limited,,,,,23402835968.0,Industrials,Building Products & Equipment
NITINSPIN,Nitin Spinners Limited,10.728123,96.894,,0.409,18066313216.0,Consumer Cyclical,Textile Manufacturing
NITIRAJ,Nitiraj Engineers Limited,30.204168,0.224,,2.038,3715475200.0,Technology,Scientific & Technical Instruments
NIVABUPA,Niva Bupa Health Insurance Company Limited,79.155556,6.59,4.857,1.333,130157617152.0,Financial Services,Insurance - Life
NKIND,NK Industries Limited,,,,,399658496.0,Consumer Defensive,Household & Personal Products
NLCINDIA,NLC India Limited,13.3,108.269,,1.743,313657229312.0,Utilities,Utilities - Regulated Electric
NMDC,NMDC Limited,8.656716,14.651,,0.269,561181622272.0,Basic Materials,Steel
NOCIL,NOCIL Limited,23.808943,0.663,,-0.575,29379768320.0,Basic Materials,Specialty Chemicals
NOIDATOLL,Noida Toll Bridge Company Limited,,34.512,,,679611072.0,Industrials,Infrastructure Operations
NORBTEAEXP,Norben Tea & Exports Limited,,74.27,,,552720000.0,Consumer Defensive,Farm Products
NORTHARC,Northern Arc Capital Limited,7.5488296,279.348,,-0.185,27552829440.0,Financial Services,Credit Services
NOVAAGRI,Nova Agritech Limited,14.521085,27.558,,-0.24,4339854336.0,Basic Materials,Agricultural Inputs
NRAIL,N R Agarwal Industries Limited,9.652395,90.26,,-0.595,3886315264.0,Basic Materials,Paper & Paper Products
NRBBEARING,NRB Bearing Limited,17.388649,15.761,,-0.871,19600656384.0,Consumer Cyclical,Auto Parts
NRL,Nupur Recyclers Limited,,14.331,,2.451,3910420992.0,Industrials,Waste Management
NSIL,Nalwa Sons Investments Limited,36.230904,,,-0.527,26796630016.0,Financial Services,Asset Management
NSLNISP,NMDC Steel Limited,,45.402,,,100344086528.0,Basic Materials,Steel
NTPC,NTPC Limited,15.48041,139.959,,0.047,3218324586496.0,Utilities,Utilities - Regulated Electric
NTPCGREEN,NTPC Green Energy Limited,246.79488,217.902,,,811034279936.0,Utilities,Utilities - Renewable
NUCLEUS,Nucleus Software Exports Limited,14.285968,0.455,,-0.139,21201051648.0,Technology,Software - Application
NURECA,Nureca Limited,,2.73,,,2300030720.0,Healthcare,Medical Devices
NUVAMA,Nuvama Wealth Management Limited,20.284143,250.487,,0.387,181726298112.0,Financial Services,Asset Management
NUVOCO,Nuvoco Vistas Corporation Limited,,54.622,,,105111052288.0,Basic Materials,Building Materials
NYKAA,FSN E-Commerce Ventures Limited,914.22217,97.954,,0.5,470477045760.0,Consumer Cyclical,Internet Retail
OAL,Oriental Aromatics Limited,22.627052,38.102,,1.718,9757844480.0,Basic Materials,Specialty Chemicals
OBCL,Orissa Bengal Carrier Limited,136.8421,43.236,,-0.415,1096305664.0,Industrials,Trucking
OBEROIRLTY,Oberoi Realty Limited,21.59859,14.056,,0.716,557583630336.0,Real Estate,Real Estate - Development
OCCL,Oriental Carbon & Chemicals Limited,4.073694,,,11.82,1719800448.0,Basic Materials,Chemicals
OCCLLTD,OCCL Limited,9.538961,,,,4404135424.0,,
ODIGMA,Odigma Consultancy Solutions Limited,105.48648,,,,1227208576.0,,
OFSS,Oracle Financial Services Software Limited,27.854647,0.318,30.737,-0.272,636421472256.0,Technology,Software - Infrastructure
OIL,Oil India Limited,8.278218,48.753,,-0.43,611036168192.0,Energy,Oil & Gas Integrated
OILCOUNTUB,Oil Country Tubular Limited,,48.693,,,3489892096.0,Energy,Oil & Gas Equipment & Services
OLAELEC,Ola Electric Mobility Limited,,51.042,,,210918637568.0,Consumer Cyclical,Auto Manufacturers
OLECTRA,Olectra Greentech Limited,64.921875,18.952,,0.714,85281890304.0,Industrials,Farm & Heavy Construction Machinery
OMAXAUTO,Omax Autos Limited,5.004548,33.983,,,1882803200.0,Consumer Cyclical,Auto Parts
OMAXE,Omaxe Limited,,683.443,,,13520040960.0,Real Estate,Real Estate - Development
OMINFRAL,OM INFRA LIMITED,44.399227,13.14,,-0.203,11031600128.0,Industrials,Engineering & Construction
OMKARCHEM,Omkar Speciality Chemicals Limited,,,,,166681808.0,Basic Materials,Specialty Chemicals
ONELIFECAP,Onelife Capital Advisors Limited,,49.693,,,139611680.0,Financial Services,Capital Markets
ONEPOINT,One Point One Solutions Limited,37.153847,21.597,,0.0,9083297792.0,Industrials,Specialty Business Services
ONESOURCE,Onesource Specialty Pharma Limited,,30.419,,,172477939712.0,Healthcare,Biotechnology
ONGC,Oil & Natural Gas Corporation Limited,7.2672467,50.462,,-0.168,2836224802816.0,Energy,Oil & Gas Integrated
ONMOBILE,OnMobile Global Limited,,4.595,,,5206539264.0,Communication Services,Telecom Services
ONWARDTEC,Onward Technologies Limited,25.913553,16.263,,-0.111,5982218752.0,Technology,Information Technology Services
OPTIEMUS,Optiemus Infracom Limited,53.171055,52.767,,-0.155,35272032256.0,Technology,Electronics & Computer Distribution
ORBTEXP,Orbit Exports Limited,11.027311,9.277,,0.246,4168183808.0,Consumer Cyclical,Textile Manufacturing
ORCHASP,Orchasp Limited,,13.414,,-0.353,913913344.0,Technology,Software - Application
ORCHPHARMA,Orchid Pharma Limited,35.979053,13.473,,-0.337,40309006336.0,Healthcare,Drug Manufacturers - Specialty & Generic
ORICONENT,Oricon Enterprises Limited,113.68572,1.277,,1.857,6248940032.0,Consumer Cyclical,Packaging & Containers
ORIENTALTL,Oriental Trimex Limited,,25.863,,,724782080.0,Industrials,Building Products & Equipment
ORIENTBELL,Orient Bell Limited,71.4723,14.154,,,3591447296.0,Industrials,Building Products & Equipment
ORIENTCEM,Orient Cement Limited,60.61955,9.999,,-0.777,71244963840.0,Basic Materials,Building Materials
ORIENTCER,ORIENT CERATECH LIMITED,35.344444,19.612,,-0.682,3805716480.0,Basic Materials,Specialty Chemicals
ORIENTELEC,Orient Electric Limited,68.41119,15.719,,0.114,44593553408.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ORIENTHOT,Oriental Hotels Limited,64.66055,33.06,,-0.173,25175316480.0,Consumer Cyclical,Lodging
ORIENTLTD,Orient Press Limited,,91.6,,,868404096.0,Consumer Cyclical,Packaging & Containers
ORIENTPPR,Orient Paper & Industries Limited,,18.855,,,4888757248.0,Basic Materials,Paper & Paper Products
ORIENTTECH,Orient Technologies Limited,24.743902,2.761,,0.08,12673651712.0,Technology,Information Technology Services
ORISSAMINE,The Orissa Minerals Development Company Limited,625.0989,,,,30342299648.0,Basic Materials,Other Industrial Metals & Mining
ORTINGLOBE,ORTIN GLOBAL LIMITED,,8.895,,,105057608.0,Healthcare,Drug Manufacturers - Specialty & Generic
OSIAHYPER,Osia Hyper Retail Limited,16.978874,70.368,,0.789,3209619712.0,Consumer Cyclical,Department Stores
OSWALAGRO,Oswal Agro Mills Limited,17.809525,0.003,,,9110482944.0,Real Estate,Real Estate - Development
OSWALGREEN,Oswal Greentech Limited,70.265305,0.17,,,8841933824.0,Financial Services,Asset Management
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,,90.259,,,1397661568.0,Basic Materials,Agricultural Inputs
PAGEIND,Page Industries Limited,66.22502,13.866,,0.343,447527682048.0,Consumer Cyclical,Apparel Manufacturing
PAISALO,Paisalo Digital Limited,14.502074,198.546,,0.111,31529025536.0,Financial Services,Credit Services
PAKKA,PAKKA LIMITED,18.378958,52.836,,-0.213,8110884352.0,Basic Materials,Paper & Paper Products
PALASHSECU,Palash Securities Limited,,6.222,,,1236881664.0,Consumer Defensive,Packaged Foods
PALREDTEC,Palred Technologies Limited,,129.889,,,619578944.0,Technology,Consumer Electronics
PANACEABIO,Panacea Biotec Limited,,2.602,,,24206313472.0,Healthcare,Biotechnology
PANACHE,Panache Digilife Limited,114.7477,21.602,,1.869,3001799936.0,Technology,Communication Equipment
PANAMAPET,Panama Petrochem Limited,10.844465,0.033,,0.173,22101338112.0,Energy,Oil & Gas Refining & Marketing
PANSARI,Pansari Developers Limited,61.373737,46.799,,-0.874,3180202752.0,Real Estate,Real Estate - Development
PAR,Par Drugs And Chemicals Limited,7.800479,,,-0.831,1202651520.0,Healthcare,Drug Manufacturers - Specialty & Generic
PARACABLES,Paramount Communications Limited,16.242037,3.321,,-0.086,15559742464.0,Technology,Communication Equipment
PARADEEP,Paradeep Phosphates Limited,18.339922,115.615,,0.448,75667824640.0,Basic Materials,Agricultural Inputs
PARAGMILK,Parag Milk Foods Limited,18.491505,67.378,,0.036,18162503680.0,Consumer Defensive,Packaged Foods
PARAS,Paras Defence and Space Technologies Limited,65.79179,14.661,,1.187,36226064384.0,Industrials,Aerospace & Defense
PARASPETRO,Paras Petrofils Limited,,,,0.0,852264000.0,Consumer Cyclical,Textile Manufacturing
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,40.458927,11.295,,-0.038,30474076160.0,Consumer Cyclical,Lodging
PARSVNATH,Parsvnath Developers Limited,,,,,9769814016.0,Real Estate,Real Estate - Development
PASUPTAC,Pasupati Acrylon Limited,13.60244,29.641,,0.118,4977193472.0,Consumer Cyclical,Textile Manufacturing
PATANJALI,Patanjali Foods Limited,54.061024,10.306,,0.712,622306787328.0,Consumer Defensive,Packaged Foods
PATELENG,Patel Engineering Limited,10.317949,39.997,,0.057,32517300224.0,Industrials,Engineering & Construction
PATINTLOG,Patel Integrated Logistics Limited,12.603603,11.444,,0.435,973503872.0,Industrials,Integrated Freight & Logistics
PAVNAIND,Pavna Industries Limited,49.73761,132.227,,-0.601,4760763904.0,Consumer Cyclical,Auto Parts
PAYTM,One 97 Communications Limited,,1.144,,,435488948224.0,Technology,Software - Infrastructure
PCBL,PCBL Chemical Limited,31.638372,128.389,,-0.372,140680462336.0,Basic Materials,Specialty Chemicals
PCJEWELLER,PC Jeweller Limited,48.172417,116.967,,,81559240704.0,Consumer Cyclical,Luxury Goods
PDMJEPAPER,Pudumjee Paper Products Limited,7.961794,2.779,,-0.387,9101906944.0,Basic Materials,Paper & Paper Products
PDSL,PDS Limited,38.014336,65.212,,0.596,63597805568.0,Industrials,Specialty Business Services
PEARLPOLY,Pearl Polymers Limited,,0.084,,,434510688.0,Consumer Cyclical,Packaging & Containers
PEL,Piramal Enterprises Limited,40.160927,213.771,,,199003865088.0,Financial Services,Financial Conglomerates
PENIND,Pennar Industries Limited,20.245193,91.38,,0.197,22738388992.0,Industrials,Specialty Industrial Machinery
PENINLAND,Peninsula Land Limited,52.72,157.88,,,8569821184.0,Real Estate,Real Estate - Development
PERSISTENT,Persistent Systems Limited,60.239162,7.764,24.133,0.287,790144614400.0,Technology,Information Technology Services
PETRONET,Petronet LNG Limited,11.573311,14.846,,-0.257,421499994112.0,Energy,Oil & Gas Refining & Marketing
PFC,Power Finance Corporation Limited,5.747373,635.304,,0.232,1281924005888.0,Financial Services,Credit Services
PFIZER,Pfizer Limited,30.212173,1.992,,-0.019,185980420096.0,Healthcare,Drug Manufacturers - General
PFOCUS,Prime Focus Limited,,389.867,,,28183779328.0,Communication Services,Entertainment
PFS,PTC India Financial Services Limited,11.287313,127.304,,0.346,19429060608.0,Financial Services,Credit Services
PGEL,PG Electroplast Limited,103.08642,39.783,,1.057,236467830784.0,Technology,Electronic Components
PGHH,Procter & Gamble Hygiene and Health Care Limited,60.604725,0.272,71.655,0.173,434786729984.0,Consumer Defensive,Household & Personal Products
PGHL,Procter & Gamble Health Limited,36.76349,1.356,33.405998,0.262,86979190784.0,Healthcare,Drug Manufacturers - Specialty & Generic
PGIL,Pearl Global Industries Limited,27.02949,61.758,,0.512,62738296832.0,Consumer Cyclical,Apparel Manufacturing
PHOENIXLTD,The Phoenix Mills Limited,53.762886,35.182,,-0.055,559344713728.0,Real Estate,Real Estate - Diversified
PIDILITIND,Pidilite Industries Limited,71.42595,4.253,,0.08,1388558155776.0,Basic Materials,Specialty Chemicals
PIGL,Power & Instrumentation (Gujarat) Limited,18.119173,17.851,,1.985,2325211392.0,Industrials,Engineering & Construction
PIIND,PI Industries Limited,29.411293,1.827,,-0.17,500210335744.0,Basic Materials,Agricultural Inputs
PILANIINVS,Pilani Investment and Industries Corporation Limited,25.125563,5.67,,-0.759,38994628608.0,Financial Services,Asset Management
PILITA,PIL ITALICA LIFESTYLE LIMITED,57.857143,20.948,,-0.125,2859952128.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
PIONEEREMB,Pioneer Embroideries Limited,19.145,65.29,,70.007,1229537920.0,Consumer Cyclical,Textile Manufacturing
PITTIENG,Pitti Engineering Limited,24.333944,,,0.837,35010318336.0,Industrials,Metal Fabrication
PIXTRANS,Pix Transmissions Limited,18.831469,7.05,,0.01,21573459968.0,Industrials,Specialty Industrial Machinery
PKTEA,The Peria Karamalai Tea & Produce Company Limited,27.62431,10.633,,,2012322048.0,Consumer Defensive,Farm Products
PLASTIBLEN,Plastiblends India Limited,13.790698,1.86,,0.016,4809305600.0,Basic Materials,Specialty Chemicals
PLATIND,Platinum Industries Limited,,3.621,,-0.16,13736718336.0,Basic Materials,Specialty Chemicals
PLAZACABLE,Plaza Wires Limited,100.90566,17.966,,-0.545,2345114112.0,Industrials,Electrical Equipment & Parts
PNB,Punjab National Bank,5.774834,,14.027001,0.891,1002180837376.0,Financial Services,Banks - Regional
PNBGILTS,PNB Gilts Limited,5.98568,1463.949,,,13543952384.0,Financial Services,Capital Markets
PNBHOUSING,PNB Housing Finance Limited,11.481137,249.104,,0.425,208836739072.0,Financial Services,Mortgage Finance
PNC,Pritish Nandy Communications Limited,61.25,1.433,,,354441504.0,Communication Services,Entertainment
PNCINFRA,PNC Infratech Limited,5.848013,150.727,,-0.56,66430779392.0,Industrials,Engineering & Construction
PNGJL,P N Gadgil Jewellers Limited,32.675327,18.654,,0.299,68288266240.0,Consumer Cyclical,Luxury Goods
POCL,Pondy Oxides & Chemicals Limited,24.506626,37.281,,0.08,14020131840.0,Basic Materials,Specialty Chemicals
PODDARMENT,Poddar Pigments Limited,11.492567,,,-0.306,3108190464.0,Basic Materials,Specialty Chemicals
POKARNA,Pokarna Limited,24.631535,57.836,,1.382,35673235456.0,Industrials,Building Products & Equipment
POLICYBZR,PB Fintech Limited,249.88744,5.473,,0.867,608407912448.0,Financial Services,Insurance Brokers
POLYCAB,Polycab India Limited,40.982143,2.391,22.171,0.106,752656384000.0,Industrials,Electrical Equipment & Parts
POLYMED,Poly Medicure Limited,68.48901,6.199,,0.253,224385449984.0,Healthcare,Medical Instruments & Supplies
POLYPLEX,Polyplex Corporation Limited,17.210445,14.648,,11.517,35686903808.0,Basic Materials,Specialty Chemicals
PONNIERODE,Ponni Sugars (Erode) Limited,8.975995,,,-0.793,2540832768.0,Consumer Defensive,Confectioners
POONAWALLA,Poonawalla Fincorp Limited,129.65437,225.886,,-0.93,217463848960.0,Financial Services,Credit Services
POWERGRID,Power Grid Corporation of India Limited,16.075075,137.073,,-0.042,2489305530368.0,Utilities,Utilities - Regulated Electric
POWERINDIA,Hitachi Energy India Limited,161.28535,24.744,,4.98,536361959424.0,Industrials,Electrical Equipment & Parts
POWERMECH,Power Mech Projects Limited,21.929514,33.564,,0.314,64625299456.0,Industrials,Engineering & Construction
PPAP,PPAP Automotive Limited,,,,-0.551,2353431552.0,Consumer Cyclical,Auto Parts
PPL,Prakash Pipes Limited,10.019493,14.133,,-0.001,9840016384.0,Industrials,Building Products & Equipment
PPLPHARMA,Piramal Pharma Limited,630.75,60.533,,-0.625,266473209856.0,Healthcare,Drug Manufacturers - Specialty & Generic
PRAENG,Prajay Engineers Syndicate Limited,,34.27,-8.093,,1461657728.0,Real Estate,Real Estate - Development
PRAJIND,Praj Industries Limited,35.58305,12.898,,-0.418,96492617728.0,Industrials,Engineering & Construction
PRAKASH,Prakash Industries Limited,7.3201623,11.923,,0.042,25877348352.0,Basic Materials,Steel
PRAKASHSTL,Prakash Steelage Limited,2.039275,49.345,,-0.333,1181250048.0,Basic Materials,Steel
PRAXIS,Praxis Home Retail Limited,,,,,1718620288.0,Consumer Cyclical,Specialty Retail
PRECAM,Precision Camshafts Limited,86.77654,13.665,,,14754144256.0,Consumer Cyclical,Auto Parts
PRECOT,Precot Limited,12.707183,80.699,,0.048,5244000256.0,Consumer Cyclical,Textile Manufacturing
PRECWIRE,Precision Wires India Limited,28.409977,19.35,,0.05,23404210176.0,Industrials,Electrical Equipment & Parts
PREMEXPLN,Premier Explosives Limited,54.314724,38.561,,4.411,17300359168.0,Basic Materials,Specialty Chemicals
PREMIER,Premier Limited,,,,,88080544.0,Industrials,Specialty Industrial Machinery
PREMIERENE,Premier Energies Limited,52.09091,54.389,,4.495,396874285056.0,Technology,Solar
PREMIERPOL,Premier Polyfilm Limited,,4.148,,0.584,6437491200.0,Basic Materials,Specialty Chemicals
PRESTIGE,Prestige Estates Projects Limited,79.38159,71.889,,-0.859,486574063616.0,Real Estate,Real Estate - Diversified
